Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Абрагамовський,Трохим,Богданович,Чоловіча,1981-04-02,Єгер,хутір Іловайськ,"парк Металістів, буд. 3, Вараш, 80295",457-64-38,halynakolesnychenko@example.org
Ющенко,Маруся,Богданівна,Жіноча,1996-01-24,Кінорежисер,село Батурин,"сквер Зоряна, буд. 963 кв. 19, Чоп, 09092",+380 62 991-21-13,korbutmarta@example.com
Забара,Павло,Олександрович,Чоловіча,1972-10-24,Сантехнік,село Марганець ,"вулиця Польова, буд. 76 кв. 871, Бобровиця, 34229",058 863 56 99,romanenkosemen@example.net
Самойленко,Охрім,Віталійович,Чоловіча,1940-09-21,Електромонтажник,селище Миколаїв,"вулиця Василя Кандинського 2-й, буд. 368, Бахчисарай, 72030",+380 20 585-76-02,bevzvitalii@example.com
Єфименко,Альбіна,Миколаївна,Жіноча,1993-06-06,Драматург,селище Суходільськ,"площа Український 1-й, буд. 276, Виноградів, 03748",+380 84 063-15-20,marusia58@example.com
Шухевич,Яків,Євгенович,Чоловіча,1993-02-27,Мовознавець,село Зимогір'я,"шосе Академіка Векслера, буд. 615, Святогірськ, 14877",055 574-23-05,ltovstolis@example.com
Олійник,Сергій,Сергійович,Чоловіча,1995-10-11,Стропальник,хутір Часів Яр,"узвіз Сергія Ейзенштейна, буд. 3 кв. 25, Хрестівка, 27707",005 363 16 76,demyd61@example.org
Бевз,Варвара,Федорівна,Жіноча,2004-12-15,Модель,місто Хирів,"узвіз Гранатний, буд. 8, Київ, 28360",807-44-45,kanivetsalevtyn@example.net
Таран,Кирило,Михайлович,Чоловіча,1952-06-11,Фольклорист,селище Олександрія,"вулиця Корнюшина, буд. 6, Теплодар, 76924",014 897 39 88,hannaolifirenko@example.net
Чміль,Юхим,Дмитрович,Чоловіча,1974-04-09,Менеджер,місто Куп'янськ,"сквер Щукіна, буд. 03, Стрий, 55571",+380 96 402-31-08,tsybulenkoiryna@example.com
Абрамчук,Ольга,Андріївна,Жіноча,1960-02-18,Біолог,селище Ланівці,"парк Кінна, буд. 6, Перемишляни, 19284",057 413-57-53,illia66@example.org
Андрійчук,Марія,Федорівна,Жіноча,1987-12-29,Економіст,село Шумськ,"вулиця 10-та Суворовська, буд. 87 кв. 6, Прилуки, 15948",014 873 85 26,hresmyron@example.net
Ковалюк,Демид,Дмитрович,Чоловіча,1995-10-25,Історик,місто Калуш,"площа Шампанський, буд. 587 кв. 8, Горлівка, 22051",+380 29 598 79 37,hoholsymon@example.com
Хоменко,Володимира,Романівна,Жіноча,1951-12-31,Продюсер,селище Погребище,"площа Фонтанська дорога, буд. 6 кв. 699, Роздільна, 97128",416-75-02,cmakarenko@example.com
Сагаль,Опанас,Федорович,Чоловіча,1955-05-06,Громадський діяч,місто Новий Розділ,"сквер Йосипа Тимченка, буд. 256, Кременчук, 52350",+380 54 828-39-19,odarka47@example.net
Заєць,Феофан,Сергійович,Чоловіча,1971-11-30,Електромонтажник,село Бердянськ,"вулиця Кондренка, буд. 465, Чернігів, 57922",+380 (49) 964-13-98,orest58@example.com
Штокало,Григорій,Федорович,Чоловіча,2005-04-12,Паблік рилейшнз,місто Вуглегірськ,"сквер Польська, буд. 540 кв. 9, Красноград, 14480",103 23 13,ibakumenko@example.org
Дутка,Пріска,Романівна,Жіноча,1948-12-20,Астрофізик,хутір Кам'янка-Дніпровська,"вулиця Чорноморська, буд. 30, Ходорів, 27838",+380 24 750-54-70,veniiamynshtokalo@example.net
Бабко,Назар,Сергійович,Чоловіча,2003-01-24,Ді-джей,село Голубівка,"узвіз Лінія 49-та, буд. 216, Новий Розділ, 79828",+380 (35) 688-51-33,babiakokseniia@example.net
Фесенко,Алла,Дмитрівна,Жіноча,1947-06-19,Графік,хутір Суходільськ,"вулиця Старопортофранківська, буд. 70, Берегове, 74326",067 966-97-90,marko47@example.net
Рева,Олександр,Миколайович,Чоловіча,1994-04-14,Сантехнік,село Тлумач,"шосе Центральна, буд. 017, Нетішин, 91187",+380 45 439-24-81,ronishchuk@example.org
Литвин,Ярослава,Федорівна,Жіноча,1957-07-22,Гінеколог,село Бершадь,"проспект Нафтовиків, буд. 5, Молодогвардійськ, 95219",792-49-19,vakulenkoiakiv@example.org
Ґоляш,Веніямин,Михайлович,Чоловіча,1946-03-01,Електромонтер,село Покровськ,"проспект Миколи Гефта, буд. 96 кв. 807, Докучаєвськ, 98994",088 227 31 76,bohuslavaonishchuk@example.org
Сірко,Віолетта,Романівна,Жіноча,1962-09-27,Кушнір,селище Івано-Франківськ,"парк Орловська, буд. 558 кв. 554, Бровари, 55912",+380 00 220 61 14,priska41@example.net
Засенко,Розалія,Михайлівна,Жіноча,1994-10-15,Ювелір,селище Шумськ,"узвіз Шкіперська, буд. 91 кв. 795, Скадовськ, 78441",+380 (68) 773-82-50,vasylevychiakiv@example.com
Вахній,Лілія,Євгенівна,Жіноча,1984-01-25,Мірошник,хутір Прилуки,"сквер Матроська Слобідка, буд. 7, Берестечко, 23783",906-45-28,iryna65@example.org
Фесенко,Панас,Богданович,Чоловіча,1994-10-06,Євнух,місто Вільнянськ,"шосе Сьома, буд. 5, Гребінка, 37999",077 402-96-79,bohodarkybkalo@example.com
Влох,Лілія,Олегівна,Жіноча,2006-07-14,Програміст,місто Нікополь,"провулок Деревообробний 2-й, буд. 6 кв. 595, Хуст, 21591",008 743 97 93,trokhymmalyk@example.com
Атрощенко,Святослава,Олександрівна,Жіноча,1991-06-26,Правник,селище Ровеньки,"вулиця Магнітогорська, буд. 495 кв. 139, Вовчанськ, 83271",+380 95 745-58-55,nazarenkopylyp@example.com
Байда,Омелян,Іванович,Чоловіча,1941-10-16,Географ,село Сквира,"проспект Морський 2-й, буд. 30 кв. 83, Євпаторія, 51867",758-86-55,snizhana17@example.org
Андрійович,Маруся,Григорівна,Жіноча,1971-12-03,Провізор,місто Хоростків,"площа Локомотивний 3-й, буд. 7, Тальне, 04653",490 13 46,marta58@example.com
Мазепа,Богуслав,Олегович,Чоловіча,1955-09-05,Головний меркшейдер,село Борзна,"проспект Гаршина, буд. 09, Первомайськ, 50927",876 13 75,avreliiprymachenko@example.org
Зубко,Богдан,Євгенович,Чоловіча,1974-03-10,Медик,село Чугуїв,"провулок Академіка Вільямса, буд. 063 кв. 92, Ватутіне, 97971",+380 11 843 18 13,frantstiahnybok@example.net
Бабариченко,Ірина,Володимирівна,Жіноча,2004-06-04,Етнограф,хутір Корюківка,"вулиця Окружна, буд. 97, Подільськ, 56919",+380 45 834-84-57,ustym93@example.net
Рудько,Марина,Сергіївна,Жіноча,2005-02-02,Різноробочий,село Березівка,"сквер 2-га Суворовська, буд. 97 кв. 6, Зіньків, 78712",+380 (45) 927-78-34,candriishyn@example.com
Франчук,Сніжана,Євгенівна,Жіноча,1977-06-18,Продюсер,хутір Рожище,"парк Райдужна, буд. 02 кв. 78, Батурин, 86564",191 41 21,tetianaisaienko@example.org
Устенко,Світлана,Романівна,Жіноча,2003-06-04,Кінокритик,місто Сніжне,"проспект Юннатів 3-й, буд. 5 кв. 84, Сокиряни, 98189",+380 56 669 55 10,mykhailoveres@example.com
Рубець,Данило,Романович,Чоловіча,1951-02-04,Фотограф,село Таврійськ,"узвіз Мечникова, буд. 7, Лубни, 64832",371 09 95,semenchenkoustym@example.net
Лесик,Оксенія,Віталіївна,Жіноча,1961-01-05,Інженер,місто Кам'янське,"шосе Локомотивний 3-й, буд. 013, Городок, 62259",+380 37 628 19 01,hkhomyk@example.org
Дубина,Іван,Петрович,Чоловіча,1978-07-31,Ді-джей,хутір Сватове,"сквер Теплична, буд. 409 кв. 693, Верхівцеве, 86855",+380 62 792 26 48,babiibohdan@example.net
